Puzzle,Solution,
.6.2..57..7..8.6.......9........1.8...15...4.8....49.7.85.9.1..4.9.......2.....5.,964213578172485693538769421647931285291578346853624917785392164419856732326147859,
..947..38......6....7.8.....4..39.......24..7..87..3..5..9.2.6...3...9....6.4..2.,619475238485293671237186459742539186361824597958761342574912863823657914196348725,
48.......5..2..7..2....685...3...2..6..1...3...27.8.....8..2....5..4...1...3....5,489573162561284793237916854813465279675129438942738516198652347356847921724391685,
6.1.......9..7.....32........5....2.2.....3...6712.5.95...3.87....7...1...92.8..5,651482793894375261732619458945863127218597346367124589526931874483756912179248635,
3....2.6..7...9..4...8..3..6...8.7..7.92...46.2.......2...3.9.7.9......1.6......3,354172869876359214912846375631485792789213546425967138248631957593724681167598423,
4.............832....93.6......6.8..92......65.6....1....29....6.58.1..4...6..958,453126789769458321812937645147562893928314576536789412384295167695871234271643958,
..73..2...5.1.......65.84..84..1.....61........5.76..........37.8....152.......6.,197364285458127693236598471843915726761283549925476318519642837684739152372851964,
.8.2...973............185.....7.5.4.81.....2.7...21.35....3.15.4..5...83......9..,186254397352679418947318562293785641815463729764921835629837154471596283538142976,
..15.8...........8.746..2...4....6.95..........87.....1...9.8...2..1.7......579.6,291578364356924178874631295742185639519362487638749521167493852925816743483257916,
9.85....417..3....4......17....4.8...3.8.6......193...7..9.1..8..94.........68...,928517364176234985453689217691742853237856491845193672764921538389475126512368749,
.6..5.74..2..........7....1..9....6..582..9..2.7...4..5.6..4.9..9.6.....4...95.2.,163952748725418639984736251349587162658241973217369485536124897892673514471895326,
3.9...6.4.8..3.2....1.....5..8..3..9...4........1294.....3.....64...1......896...,359218674784635291261974835428563719916487352537129486895342167643751928172896543,
..3.9....1.........543...6.5....69......8...373.4......97.........6...1.4.8..7..5,863194572172865394954372861581236947246789153739451286697513428325648719418927635,
2.7......8...5..4..45.9.3.7.2.4..9..386....7.........6........9.....942.67....5..,267834195893751642145296387721468953386915274954327816412583769538679421679142538,
.5.69.2.8...7...3..6..82..9..2........59............7.3...6.....47...62.9..57...3,751693248289745136463182759832417965675928314194356872318264597547839621926571483,
.4....5.153.64.7...........3..1.86.4....3.......49.15...63....5.....94.......4397,647982531532641789981753246359178624164235978728496153496327815873519462215864397,
.5.1....64...2.1....976.2...1.6.7....95.1...3..62..45...........2.5...9...3.....4,852134976467829135139765248314657829295418763786293451941376582628541397573982614,
......21.6.......9.5..426...2.95.4..816.2.......6...7......79...8..1..5..4......8,478369215632175849159842637723951486816724593594638172365487921987216354241593768,
..5......2...16.8....2.3..9..4.....6..143.9...23...4......8.....1.39..5..89.25.6.,935847612247916583168253749594172836671438925823569471452681397716394258389725164,
..8.917..61...8.4.57....9...5.........451.39.1...74.......37...9...8...........6.,438291756619758243572463981856329174724516398193874625245637819967185432381942567,
...8.5...75.....9.....4....9..3.4876......4......86.3...4..81.....9....56....7..9,246895713758163294139742568925314876863279451471586932594638127387921645612457389,
.9..7..........6.4...2....81....6.9797....38.3....74......68..1.8.4.1....4.32....,893674125217589634456213978124836597975142386368957412539768241682491753741325869,
.....32.125...98.347..2.5.....75....9....4...71...24.......7.....9.........1...58,896573241251469873473821569634758192982614735715932486568297314149385627327146958,
....9.3.65..41.7....8...1..8.4...6.1......5..31.5...49.....9....76........163....,142795386563418792798263154854972631629341578317586249435129867276854913981637425,
....5........2...88....4...4.6.....5..51.3.2.1...9......3.68.1.658.....3...2..5..,327856491549321768861974352496782135785143629132695847273568914658419273914237586,
.91....2.....4...........696...17..8..96...41.15.....274...8.....6..9.......71...,591786423268943157437125869624517398879632541315894672742368915186259734953471286,
...81........45....4.6..8.5.3...86....4.2.3...8.7.6.1..7........5..81.3...3.....4,596813247827945163341672895132458679764129358985736412678394521459281736213567984,
.17.64..2...85.9....47..8...98..........2.16.6...........5....42...8.....6...7...,817964532326851947954732816198476253475328169632195478783519624241683795569247381,
43.1.97........3.1..9...6..5.49.........24.....63.7..9...6....4162.9........32...,435169782627548391819273645574916238391824567286357419753681924162495873948732156,
......49..7.6.4..8..38....5......9.........36.6..3.8.43.5..97....824.....9..5....,186325497579614328423897615237486951854971236961532874345169782718243569692758143,
9..2.......1974...52...........41..........13.3..524.8......7.42.4.8.9......938..,943215687681974325527638149859341276472869513136752498398126754264587931715493862,
........6..6.194....3..2.......9...7...67.19......4....91....7282...16.336.7.....,912847536756319428483562719645193287238675194179284365591436872827951643364728951,
.5.91.2...7.........1..2..3....3......7.8.9.6.381....7........93...5..1..9.76.8..,853916274276348591941572683429637158517284936638195427785421369364859712192763845,
2.....5...47..29.6...45.....9..47..............469...5.7.5..3.48.2.3.......7.9.8.,218976543547382916639451872195247638326815497784693125971528364862134759453769281,
......2.........67.24...3.8.93...6.2.....3..4..8.2197.4.6.9..3...1.....9..2.84...,169837245385249167724615398593478612217963584648521973456792831871356429932184756,
.4........1.8..4.5..23.......596.2....85..936..........51.3.6..49....5....6.9.1.4,849157362613829475572346819735961248128574936964283751251438697497612583386795124,
...........2....9..346....22.....75..76..3.141.9..2.6...1..4...3.7.2...1...5.6..3,985241637612387495734695182243168759876953214159472368591734826367829541428516973,
.15..98..6.....7..4.8.1...5..7.3..4......81.....6.4....6..5.3......7......9..1.6.,715469832692583714438217695827135946946728153351694287164852379583976421279341568,
.3..75....542....7.7....25.......38.4.....7....8..14.2.4.8..91.3..........71....8,132675849654298137879314256716429385423586791598731462245867913381952674967143528,
.3..56....61..........1..4...7......8.4.3.9.53..18.....93.7....5..........84936..,439756128261348597785912346917524863824637915356189274693275481542861739178493652,
...6.5..4..4.3.81...39...6...5.....9.4.1......1..9.....5876.9.3.........3.9.....6,721685394694237815583941267835426179946178532217593648158764923462359781379812456,
..6...3..21......77.4.1..6.....8.....7193..2.3......8..4.....92.....681...2.7...6,586297341213648957794513268469182573871935624325764189648351792937426815152879436,
3.....7..8....2..9..241......7.291.8...36.....9...7.2....7...86....4..7......89..,364895712851672439972413865637529148128364597495187623249751386583946271716238954,
.254..31...4..5..93...8..6.9..3.....18.....2..46......4...........6.19....954.6..,825469317674135289391782465952376841183954726746218593467893152538621974219547638,
.3...2598.92.7.......6...........9......2..67..79..325....5.7.1...1.96...153.....,736412598892573416154698273521736984349825167687941325968254731473189652215367849,
.2.4..9871.9............5...7..1..........42.518....9..5...4...8...9.35.9..7..2..,625431987189527634734968512472319865396875421518246793253684179847192356961753248,
.......5..384..92.....23..6....5269.5....6....9.1......1............4..3.539..8..,124679358638415927975823146381752694547396281296148735812537469769284513453961872,
..........5..18....3.2...4.5....4..9....2.....4.3...7.1....2...2..85.39.4...7.1.8,964537812752418963831269547527184639319726485648395271183942756276851394495673128,
..4....9.....1.....97..4...7.......25.2...3...4..3.8...83.5...94..38..1.1...47...,214673598356819724897524136738461952562798341941235867683152479479386215125947683,
....9.......1.58...9..48....52...68..695.231...1...45....6......8.431.....6..92..,148396725623175894597248163352714689469582317871963452914627538285431976736859241,
...1....5.....769...6..8..3........9.1...68.....3..51.5....2....38.....6.9.85.2.1,389164725142537698756928143823715469915246837467389512571692384238471956694853271,
3......78.61....9..8...6.31.2....8....328........3.....4.1.....2...9..17..8.23.4.,395412678461378295782956431129547863673289154854631729947165382236894517518723946,
..6.....8..8..49.3...3.8.....1..........9.3619......2..6....27.2.39....64.98.....,356219748128764953794358612641532897582497361937681524865143279213975486479826135,
93.4...6.2..7..9..5.6.......4.2.95..7...1...3........66.....3...23..4....57..2...,938451762214786935576923841341269578762518493895347216689175324123894657457632189,
.2.94...15....1.3..6.35..27.........934....16..7...3.51.2......3.6.2.....7......9,723946851589271634461358927658137492934582716217694385142869573396725148875413269,
..83...9..29.....5.....8.13....21.....59.46.....8.3.4....4.9...1..2...5..8..1...9,518342796329167485746598213974621538835974621261853947653489172197236854482715369,
3.....8......4..31...69.2....3.2...47....1..6.8.9...73...7.....8....6...4..319...,362175849579248631148693257693527184754831926281964573936782415817456392425319768,
97......44.....7.3..16..9......43..17..96..3.3.....69...3........8..1...6..4.2...,975328164426159783831674952569843271712965438384217695143596827298731546657482319,
.6.32..59......12....9....79.2.6.......7...4...1..32......4..3..546...1..2......6,467321859539876124218954367942165783385792641671483295196247538754638912823519476,
7.58......12....7..8..6.9........3173........2...7...6...1...39.....3781..6...5..,795832164612594873483761925948256317367419258251378496874125639529643781136987542,
45...7..1........9...5.9.2.9....8..4...41....8.....7.27...82........4...2..96..8.,459827361382641579671539428913278654527416893864395712736182945198754236245963187,
95.......83...2.74..7....8..........5..89...33.......2.2..3.7.........31.1..479..,954378216831962574267415389149623857572891643386754192428139765795286431613547928,
1..4..75....8.3..1..96...8......1....84........6..947.8...7......3...16..45......,138492756627853941459617382592741638784365219316289475861974523973528164245136897,
.5.189..3...2...5.82..3.....6....371...391..2....6..9.1..9.6..8......5.....8...2.,657189243319247856824635917968524371475391682231768495142956738783412569596873124,
97..4.8....6...39......1..246.........83.2.....14...8.3.78..1...9....4.7....2....,973246815126578394584931762469185273758392641231467589347859126892613457615724938,
5..4...2....3....8...7.6...3.2....5.6.5.1....1....723....5......43..8..28..1....6,536481927427395168918726345372849651695213784184657239261574893743968512859132476,
..8.....2.5....8.6..6.8..37..1..5..9......2.1...2..3..1...28...83..6..1.6.7.1.9..,478356192253197846916482537321845679784639251569271384195728463832964715647513928,
...6......1.4.2........93...365....71..27.5......46.......6...9..27.5.43..9..4.7.,283617495915432786674859312436581927198273564527946831741368259862795143359124678,
.17.3...2....1594..6..9....4.93......3....1...2..4653...3.....7.......1.......6..,917634852382715946564298371459321768836957124721846539193562487675489213248173695,
..89......1.....2..69.3.7.85.7.1.......2.9....81..7..58..5.......6.2.....72..38..,748962531315784629269135748527618394634259187981347265893576412456821973172493856,
67.2.......1...23848........1..82..32...97.....61........3...........9.1..7..4.6.,673258419591476238482931657719682543234597186856143792165329874348765921927814365,
...9....42....73.9.49..3.27..8.....3.7..429.......827..9.27..41....64...........2,637921584281457369549683127128796453376542918954138276893275641712364895465819732,
.3....14.8.....6.....3..9.8.4597..3....1...7.....384....9.41......5.93......8...4,932865147817492653564317928245976831683154279791238465359641782478529316126783594,
..4..5.9.1.7.48....6279.......2..14.7.......541....6.79............5.2.9....81...,834125796197648352562793814359276148726814935418539627983462571641357289275981463,
.....1..9.69.5.....7.98..46.9..1..2.2.1.....4..8....7.....7.25..46......7.5......,584261739369457812172983546497816325251739684638542971913674258846325197725198463,
2...5.8.6...4..9..75869.......76....5..2.....964.3...5.9......33.7.....26.2......,249357816136482957758691234821765349573249681964138725495826173387914562612573498,
23..96....8......2...23..8.......26.5.8...19.61...3.753.1...7..........8....7.63.,235896417986714352147235986793158264528647193614923875361582749479361528852479631,
.13.....8....8..6...7..6.41..537.1..8..9....4.4...15.....5.8.7..3......9..8.9....,613459728429187365587236941965374182871925634342861597196548273734612859258793416,
....6.....63..2..5..1.5..93.3..1...969............3..8.1...8...8.46.....25....1..,785369214963142875421857693538416729697285431142973568316528947874691352259734186,
....6....16.52.....4...3......1..4....19...6.23.65.....74.9...5...3....65...4.2.1,327468159168529734945713628756182493481937562239654817674291385812375946593846271,
.....64.3..68......7..5.9..6...4.8.951.....4....1.9.6....738...3.4...5.....5.....,951276483246893157873451926627345819519687342438129765165738294384962571792514638,
..1..6.5.58...2..4.27.....1..9.7.4...5....2...645.87.....85..........9.6.....4...,941736852586192374327485691819273465753649218264518739692857143475321986138964527,
...3.5...9..26.75.1.39.4..67....354.53..2.1....1.......9.....6.4.2........5...2..,276385914948261753153974826769813542534726189821549637397152468412698375685437291,
3.5..4.18.8453..7..1...6.........6.7....97......68..4..4.71....7...45....9.......,365974218284531976917826453429153687658497132173682549842719365736245891591368724,
..1.385.49.........83.4.....9.6.4...3.4.......1..5.9.....9.6..8....7....6..3.5.1.,761238594942561783583749261897624135354197826216853947425916378138472659679385412,
.3..........8.....17..6...87.....4.9.6...72..84..2..31...61.9..4.3..........43.2.,938251674654879312172364598725138469361497285849526731287615943493782156516943827,
...7.....9.8.126...4....8.1.2.......41..5..6.5.7...94...6.9...2....2..5..75......,631789524958412673742365891829674135413958267567231948386597412194823756275146389,
....46.1......28....21.......1..854..457....6....34....16...38......14....8....6.,593846712164972853782153694371268549845719236629534178216495387937681425458327961,
32....5..7...5.4.84.6..8......326..............98...2..6.....9......23..9...7.842,328469571791253468456718239587326914243197685619845723862534197174982356935671842,
...4...52.6.....9...9...1.88.......715...82.........1...1.6792..7..8....24......6,318479652765821493429653178892516347154738269637942815581367924976284531243195786,
.1..3.........9....9....25...9.45.6.12.36...4........3..27.6...7.......2.6.1..4.7,517632849246859371893471256379245168128367594654918723432786915781594632965123487,
......3....8........263754....4....7.53..8.1..7....85..87...2.6...76....3..2.4...,745892361638541729192637548816425937253978614974316852487153296521769483369284175,
...83....7..6....3....97....6...9.788...2.3....25..4.96.32.4..79...7.8.2.........,419835726758612943236497581561349278894721365372568419683254197945176832127983654,
....7536.3...4..12.25....9.4......5..12......6.9..4.3..56.........9..67...1..3...,194275368367849512825361497438192756512736849679584231956427183243918675781653924,
.....35..9.457....31.9.....627......4..6.2.....3....1........6....7..3.21..3.4...,276143598984576123315928647627815934491632875853497216738259461549761382162384759,
..62..1...1..3.2.5.5.....8.5943.....6..4.5....3..2.....61....3....8...49..5......,386259174417638295259174386594317862672485913138926457961542738723861549845793621,
1..........38....7.6.97..8.81...9..32..3..76.3.......4...4....1.....2...62...3...,178534692953826147462971385817649523245318769396257814789465231534182976621793458,
..214.6...6...9...34....1.9....93........24.....85....9....654.8......2....42...1,592147638168539274347268159475693812683712495219854763921386547854971326736425981,
....8564....2.68..5..3......15.7..6..3..517....4....8.2......7....8.2....6....3..,321785649749216835586349127915478263832651794674923581253164978197832456468597312,
6.31.4.899..7.3.........2.7.17.......8...2..6.....9.4..62..1.9.79......21.4......,673124589925783164841956237317468925489512376256379841562841793798635412134297658,
8...97....4.....3.139......4.......727..1.39...6.........1..94.....6.27.6..4...13,865397421742851639139246785451932867278615394396784152523178946914563278687429513,
...569........456.....1........568....54..93...9..8...1.......8576...4..3.....75.,283569174917284563654317289731956842865421937429738615142675398576893421398142756,
.41.6.........5.4.573........6.1.5.81.8.....2.5..7....6..2.7..3....36..1.37......,241768395869325147573194826726419538198653472354872619615247983482936751937581264,
.....12...234............17..5...4.1.347...........36....14..5.8.........415.7.32,579861243123479685486325917265983471934716528718254369392148756857632194641597832,
.36..2......8........4..28...16...7.65......8.......2..8213..57..52.8...3...6..4.,836752194124893765579416283241685379653927418798341526982134657465278931317569842,
4....7.81.723.65....8..5...5..4....8..3.....5.6........3..2.4..........7..1..8..3,456297381172386594398145762519463278283719645764852139837921456925634817641578923,
...8..9.14.57...6.1......7...4..3.....8.74..9...69.3.5......15..6.......8...6..3.,376845921425719863189236574594123687638574219712698345947382156263451798851967432,
..862...417..5......3.487.....276...81.............4..2..43.17....7..6........532,598627314174953826623148795435276981817594263962381457286435179359712648741869532,
....4..7...6..9.4......85....3...........731.6..91...85.1.7...6..83..7..3.4..6..5,832145679156729843749638521413582967985467312627913458591874236268351794374296185,
.....28.......724........199.2..1.....3.7...5.87.2..94........3.7...3...1.59.8.7.,341692857859137246726485319962541738413879625587326194298714563674253981135968472,
..3....2..9....1.642..1..9...28.3...8.159.6.....6..5...........5....4..1....6.84.,163958427798432156425716398652843719841597632379621584984175263536284971217369845,
..5....13...4...6...2..5....1..67.5....5....8.....472.1.........3..1...7.74..6...,745629813981473265362185974418267359297531648653894721129748536536912487874356192,
.9...5......7..4..3.6....1....1.....6.795.3...5...3.....458..91..9.....45...4.6..,498615732125738469376492815843127956617954328952863147734586291269371584581249673,
9..4....5......1..514.........5....9..824.7..7....92.434.8...972......3.8.5.....2,937418625682975143514632978426587319198243756753169284341826597269754831875391462,
....2...4..7..8...9....7.13...8.1.......34..6.2..6....4.....8.....31....71....26.,561923784347158629982647513635891472879234156124765398496572831258316947713489265,
.862..9.3..5.3.18...9.6..........3..8.3..........13572.....5..12..7....59.8......,186257943725439186349168257572946318813572469694813572467395821231784695958621734,
.7....4....914.........8..28.293.7.6....1........7..9.3......24....87..1..62.....,678329415239145687451768932812934756793516248564872193387691524925487361146253879,
4.1..2...2....1..7....3..29..7...6.....9.64.....3.......216.75...3.....4.4.5..9..,431792586289651347675438129927845631318926475564317298892164753153279864746583912,
.8....9..296..41..7.4......4....1..9....9.68.9...6832....7...3.8..3..2..63.......,381672945296854173754913862468231759523497681917568324149726538875349216632185497,
...8..3.......9..13...47.....6.....8.871..93....3.5.....5...1....4....6....76.8..,472851396658239471391647582136974258587126934249385617765498123824513769913762845,
...5.1.3.1.8....52...83.......9...4.......9..59.1..8..8....4..7.257......1..8...3,942561738138497652756832194671928345283645971594173826869354217325716489417289563,
.7.......4.3......2..41.6...9.6.1...712......6.4...9..1..94...69.....42....7.35..,571236894463589172289417653398651247712894365654372981125948736937165428846723519,
49.51.8...859.21............1.........8.4.5.99.38...17...7....5......342...3.....,497516823685932174321478956516297438278143569943865217134729685759681342862354791,
...6..21.....8..54...194....2.8.....1.32..49..5.9..3.....3...2.........5.6..218..,498635217316782954275194638629843571183257496754916382541368729832479165967521843,
..5..........59.312..16.4......14..6...9..74..2...3.......3..74.3....15......29..,915348267674259831283167495859714326361925748427683519592831674738496152146572983,
8..7......1..68.4.9..2147..24.6.78..3...8......8.....7.......634.........73.91...,824753691715968342936214785241637859397582416568149237182475963459326178673891524,
3..429..51...8..3...8...7..5.3.9...8....7.9.....8..........7.1.8...45....9..3..5.,367429185152786439948351726513694278284573961679812543435967812826145397791238654,
....6..7217.......5....48.98.....9.........45......2.6.8..5......579..1..9168....,948365172176829453532174869827546931619238745354917286283451697465792318791683524,
..1.6..58..51...6..42...71..7.......2.....1.......4.275..6.....1.......94..5.78..,731462958895173462642985713374291685258736194916854327583649271167328549429517836,
9...4.1...2....9.7.8.7...466.........9..7...2...8...134..12.3....3..8.....9....6.,976243185124685937385791246637512894891374652542869713458126379763958421219437568,
...69..5........8.3.48...97...1.8.......64..97..5......6....17...541.......97...6,187692453596347281324851697639128745852764319741539862963285174275416938418973526,
5..1........65.17..2..73...4....5.......4..6..........26....3..9.7..14...13..675.,576184932349652178128973645492365817781249563635718294264597381957831426813426759,
89.........1..2.38.2.67......3.......8..51.6717....9...1.8......59...3.27........,897513246561942738324678195643729851982351467175486923216834579459167382738295614,
..5..........5.792....7.6.8.53.69..198.7..3...6...5.......26.3.......1.9.3..9.5..,675982413348651792219473658753869241982714365461235987197526834526348179834197526,
..1.8.4.....34.9...8........9.5..3.4.1......8......25.3...915..2....5.97...7....2,931682475625347981487159623892576314514923768763418259378291546246835197159764832,
.4........3...21.55.7.4.2.......1.28...2...16..38.....7.21..........54......7..6.,249518637836792145517346289675431928984257316123869754762184593398625471451973862,
.1........49.132.82.....7.1..1.3....92..841....6.........64..9...2..1.6....3.2...,817425639649713258235968741571236984923584176486179523158647392392851467764392815,
.3....8..19...65.7....3.2.6........2..9.....87..2.9..1...6.89.....157...5.6......,634725819192486537857931246465813792219574368783269451321648975948157623576392184,
.3.7..2...461.2.....53.6.1....6.37..9.......5......3..7.2.5.....9.......5.....94.,139745268846192573275386419458623791913478625627519384782954136394261857561837942,
6475.....92.........5.4.......3.4........7..2..36.1..51.....32...2..9.5.369.....7,647518293921763584835942761296354178514897632783621945158476329472139856369285417,
...18............42453.......2...36.1..5.........46.195....1..8.9.6..2.1.2.......,973184526618752934245369187482917365169538472357246819536421798894673251721895643,
29...3..5..58......8.1..6..9....6..24.25...38.......1.5...6...4.....58.9.2.......,291643785635897241784152693918436572462571938357289416579368124143725869826914357,
..36.....42..73..85.....64..........214....3...8......6..8..7.4851..6.2...2.1..6.,183694257426573198597128643375461982214987536968235471639852714851746329742319865,
9.27.4.5...8..36..4...26...8.....3..2.3..89.4........7...............239347.9...5,962784153718953642435126798874519326253678914196342587629835471581467239347291865,
..2..3.6.8......4.4.1.76.58....643.....28...15....1...6....8.1...5......1....26..,752843169896125743431976258918564327364287591527391486643758912275619834189432675,
13.........8.15....42.....6.....2.....3.8..42..7....3....4..1..7.152...3....36..8,135964287678215394942873516869342751513789642427651839386497125791528463254136978,
38..15..9...97.1.3...........7..9...8..5...9...3...61.6.97...52...8......3....7.1,384615279265978143791342586457169328816523497923487615649731852172856934538294761,
....1...2.8..5243..5.39.68.34.......861.3..9..95...............538......6...4..2.,473618952986752431152394687347925816861437295295861374724189563538276149619543728,
.6...5.7...1.2.9.5...7...1..3...1..6.9....78...25..1....9..32.....978.......1....,963185472871324965524769813437891526195236784682547139719653248246978351358412697,
7........2.....8..18.3...9.36.8.27..........38..1....6.7..9823..2...5........397.,746589312239461857185327694361852749452976183897134526574698231923715468618243975,
.6....2..4.725....8.5..64....3...6..2789.......97.3.....2.75.....68.........3...5,361487259497251386825396471143528697278964513659713824932675148516849732784132965,
...1.....8....2....31..4.....62..1....4.19.83.7.3...4.......3..9...8.21..6..9...4,792156438845932761631874925386245197524719683179368542418627359957483216263591874,
...1.4.....1.....96......7...67.24..9.....7....7.612.8..2.4.1..894.......6.3.....,789154632251673849643298571516782493928435716437961258372849165894516327165327984,
...8.5.1...8.2164...1...2...152.8..4.36.14......9..3...9......2..2.9....8........,429865713578321649361479285715238964936714528284956371697183452142597836853642197,
..7.2....14.8.62...5...4.6.3...1...75....7.....42..6..............5..1.37.6.3.5..,697125834143876295852394761328619457561487329974253618235741986489562173716938542,
8...2.6..9.......3.62....5.27...658......796...4........7.6..3.38....4.....9....8,813725649945618723762394851279136584138457962654289317497861235381572496526943178,
....3..57..6..52.....9......8....1.2.....95.3.......9..7912.8..83.....2..613.7...,498231657316745289725968314987453162642819573153672498579124836834596721261387945,
6.1.....3..5..86.2.8...71.9.2..7....9..3.5.....3..2.....87.....23.6.19......2....,671294583495138672382567149824976315916385427753412896168759234237641958549823761,
.3.....82..2....46.........2.193..7..631...94.7.48......63......1.89..6........19,637549182952718346184263957241935678863127594579486231496371825715892463328654719,
......469.......3.....4.2.16....2....3...9....9753.....52.961..36..54...719......,173285469924617538586943271641872395835469712297531846452796183368154927719328654,
.69..5..8...7......5..682.34.....7......3.652....97......87..9468....52..........,269345178348721965751968243416582739897134652532697481125876394683419527974253816,
6...92...1.4....697.....2.....1.9.4...57..31.3.2..5.....6........395.7.........5.,638492175124573869759618234867139542495726318312845697576384921243951786981267453,
.1834.............6..518.......7...4..1..2....6.45..7.48.2..1...73.....8..2..6...,218349756954627381637518429825973614741862935369451872486235197573194268192786543,
....4.3.1...6...783.71.......4.9....1.5.34....6...7.3.4.6....8...8....15.....1..6,629748351541623978387159642834596127175234869962817534416975283798362415253481796,
.......6...9.....2...4.2...53..94.8........5...4.352....3..98..8...6...9.7..5.42.,427913568319586742658472913532794681796821354184635297263149875845267139971358426,
..8...53.5..63...........8..6..5.7..3...8.1.9.9..278.........5..7...1.....9...6..,718294536524638971936715284862159743357486129491327865183962457675841392249573618,
2..9...4.......28.3....6..7....4...5...3.2.9...........6.427.588.4..9.62..76.....,218973546796514283345286917689741325571362894432895671963427158854139762127658439,
1...23.6...97..4.3...59....3....7.5..97..62......3.7.........1........7.6.2...3.9,178423965259761483436598127324987651897156234561234798783649512945312876612875349,
....9..5..4......1.16........2..4..7...6..31.9...7...2....2..3.2....3.94.9.4..1..,328791456749536281516248973832914567457682319961375842174829635285163794693457128,
..79..........51.4..9..2..5.42..........97......4...62....6..58....18.7..6......1,457931826236875194819642735342156987685297413971483562193764258524318679768529341,
3............5.1..21......7...56.7.8....71..65....4..2.34.1..8.1.......38....72..,379126854648753129215498367421569738983271546567834912734912685192685473856347291,
.....62...974...1.1.39.....4.8....97......8.......3..2.2.....61.....24.....7.9...,584176239297438615163925784458261397312597846679843152725384961931652478846719523,
.9.5.7812..8...5.....1..9..93.......2......4...5.4.7.......815.1..9.....7..2.4...,493567812618429573527183964934751286271896345865342791342678159186935427759214638,
3..........86......4.1.2.6.....1..78.8.39..1..27...9.36....4...23.........472....,362579481718643592945182367493215678586397214127468953671934825239851746854726139,
4....586....6.9.5.9...........3.2.......6.4826..8.......473.6.876..2...3...5...2.,413275869287619354956483217148352976395167482672894135524731698761928543839546721,
7....5......2......9..46..7...7...1.....6..2..7...95...51..4..9.2.8...6.98...74..,732985641645271398198346257863752914519468723274139586351624879427893165986517432,
..82.9.......67.237..34....4.....7...29.....4..........6..7.139.87........39...6.,638259471145867923792341586456132798329785614871496352264578139987613245513924867,
.4853.7...1...4........125...26..5..7..4.8.16........8...3.58...3...........7...2,648532791215794683379861254892613547753428916461957328127345869934286175586179432,
.6..74.....8.....1.4983.2.6.34.......7...9..38.2............6...93.4....4.7..81.9,261574398358926741749831256934715862576289413812463975185397624693142587427658139,
.....624..8.9.....9..3..8........4.6..1..2.9..4..31..74..6..1........7..1.3..7..4,315786249284915673976324851832579416751462398649831527427698135598143762163257984,
.....8..95......1..9..7.45..83.9...29...4...1.24.1.7...............21..5...4..27.,437158629562934817891276453183697542975842361624513798258769134746321985319485276,
87...23.9..47.9.1..1.4...2........5.5.....4.8.9.8..17..8........2..43...9..2.1...,876512349254739816319468527148397652537126498692854173483975261721643985965281734,
......4...........8..1...3....4......7...3..9.3..862....38.7..24..2.1..621.3...47,752938461391654728846172935628419573174523689935786214563847192487291356219365847,
..4.8..5....9.57..2...3....17..5...8.....8...5...2.3..4.......5...2.39..7.3.4....,964782153831965742257134869176359428329478516548621397412897635685213974793546281,
......75983......1...1.76...4...3.7.9.1..4.......6..9......1.63....7.5..1..5.8...,416382759837659421295147638648913275951724386723865194574291863389476512162538947,
.......1..5........6.18......1...54...73....94..9.16..9...7...474.6..3.........68,879536412154297836362184975291768543687345129435921687916873254748652391523419768,
.5.4...19......4.61..6.25..39...........46..3..5..92.....23..41.....5....3......7,652483719983751426147692538394827165721546893865319274579238641416975382238164957,
...2.5...7.93....5.14...6..6.2.....41.....9...4.....3..3..2...1....79....5....47.,368245197729316845514987623692853714173462958845791236937624581481579362256138479,
.65..3........95.8.......4..53.6..1.......9.2.4.......5.9.8.3.....1...9..28.....5,865243179214679538397518246953862714681734952742951683579486321436125897128397465,
..6...2...185..6..79..8....6..2...........7......47.8......9..79..4.85..1..67....,536714298418592673792386145687253914349861752251947386865139427973428561124675839,
5..7..2.........487..3.4.1...2.85.7..5.....26...6.1.....7.4.....61..7..4...8.....,546718293913256748728394615632985471159473826874621359387149562261537984495862137,
7......45......2.9.....23....5.371..3..6..4...965.4...539.....2....7.56...72.....,712398645643751289958462317425837196371629458896514723539146872284973561167285934,
...3.9.........6..95..71..4.18.63...74...8...5..7...1.681..5.............7.18.3..,864329571127854639953671824218463957749518263536792418681935742395247186472186395,
.......2..8...2..5.5..3......5..6..4....73...26.4...135....4.3.61....4.8..461..7.,196548327783962145452731869375186294941273586268459713527894631619327458834615972,
.8.....7.....5.62...9.....55.69.874.7....1.....17...6....6...8.1....5...9..8.....,285146379417359628639287415526938741743561892891724563354612987178495236962873154,
3..96.28..6....3.78..71.49...68.......46...1.72.......2.8...............47918..2.,347965281961428357852713496196842735584637912723591864218354679635279148479186523,
.5...4.6129.........6..7....6....12.5....8...942...7.....6....2.2.....7.7.95..84.,857394261294816357136257498368745129571928634942163785483679512625481973719532846,
2....8.9...736........2...3.698.1.7.......1...1...368...8..9..5.........9...3...6,236518497597364218841927563469851372382476159715293684128649735653782941974135826,
.193....6......4..4..5..3.9...6.5..31.3.29....26....5..8.16.5......9...82......4.,519342786832976415467581329948615273153729864726438951384167592675294138291853647,
.8.1.9.4.4..7......5....6.893...8..5......9......34.......1.3....18.3..6.6......7,687159243423786591159342678934278165278561934516934782845617329791823456362495817,
3...4.....1...8..2...2...7.42.57.9.8.....2......18........5...75..93.....4.7.1...,352647189617398542894215673426573918189462735735189264261854397578936421943721856,
