Puzzle,Solution,
...5..4..61...37.9.9...12........95.....1....2......6..3....6..9...35.21.72..9...,327598416615423789894671235761384952459216378283957164538142697946735821172869543,
4.......2...92...5..9....633.....1...18....54.65..3..8..12.......6..4..1.3.56....,457316982683927415129485763374852196218679354965143278541298637896734521732561849,
.2....8.4...58............1.6..45....1.3....6.....6539...2...68.....3...541..9...,326917854194582673857634291963745182215398746478126539739251468682473915541869327,
.....43...38.1......18......8..3.4...541..62.3.7..........5.7.1..5..1.6....46.5..,679524318238716954541893276186235497954187623327649185863952741495371862712468539,
..6....31..32.49....5..82.6..4..38.........5..82.5.643..............5...1...8..9.,826597431713264985495138276574623819631849752982751643359476128248915367167382594,
....3.....7......93..9......1756.3.889...36..5...7.....5..1....74.6..8..6.....74.,289431576175286439364957182417569328892143657536872914958714263743625891621398745,
6.3....7.1..2.9..5..2..341..7.....6.........3..54..1.99...........5.1.2.......6..,683154972147269835592783416879315264416928753235476189928637541764591328351842697,
2..8.......71.4.......328...1.7...548....3.92....9...71....5..954.32.............,291857463387164925654932871912786354876543192435291687168475239549328716723619548,
.1...97.......4...73.51....421....5.....6....5.9.2..1...5.4..2...6.5...9.....7...,612839745958674231734512986421793658387165492569428317875946123246351879193287564,
.....73.471.4.3.6...8...21...92.....1..3.....86.......6729.8...9..1.6..3.........,296817354715423968438695217549281736127369485863754192672938541954176823381542679,
..7.13..2.84.2..7.2...85..317....4....3.5....5..9.2..............5..8921........8,657413892384629175219785643172836459493157286568942317826591734745368921931274568,
....1..6....3764.2....4.8.5......5...8...4...7...2....6......47.1....6..4.78...21,324518769895376412176942835261783594583194276749625183638251947912437658457869321,
..9..5..4..61.....5....7..149..........3...8..6.418.......74...97..3.....5.86..7.,719285364846193257532647891498726135127359486365418729683974512971532648254861973,
....1..2.62....8..137.6.9......2.....795..2....539...1.8..5.6..9...........87....,598714326624935817137268945813426579479581263265397481782153694951642738346879152,
.9...63..4.79..5....61.427....7.....23..............94.6.4.7............1.465....,892576341417923586356184279641795823239841657785362194568437912973218465124659738,
..29...4..........941..76...9...5....6...........31..2..7....63....1.7..3...742.1,532968147678143529941257638193425876265789314784631952817592463429316785356874291,
....67.....6......4...1......7..56...45...87.6.1.829..8..2.64..7....9.62....5....,123967548596428317478513296987345621245691873631782954819276435754839162362154789,
.68.9.5..2.78...9...95....1.4......2.....69.7...71....9...4.27.........4......15.,168497523257831496439562781746958312581326947392714865913645278825179634674283159,
..3.64...8........54.....9.3.......61.9...3...8..56...9718.........4.......93...7,793164528816592734542783691325419876169278345487356912971825463238647159654931287,
.328..7...58....6..7....32.79.3.8.1....6.793......58.....2...51.....6....6....273,432861795958732164671459328794328516185647932326915847847293651213576489569184273,
.56..9...7.4......1...5.......6..2.9....41....1..856.7....9....64...8...57..6.924,856479132724316895193852476485637219967241583312985647231594768649728351578163924,
........6.....9.74..3....5.9.7.2563.6.5.3...92...9......61527...7..4...........41,421573986568219374793684152917425638685731429234896517846152793179348265352967841,
23...9..5.85...1......8.73.....98...75.24.....29..1..3........1......82....5.2..4,237169485485327169691485732314698257756243918829751643942836571573914826168572394,
6.4.....5.7.92..64..96..8..7...6......1....9............52....6.8.....4..9.1.8..7,614783925578921364329654871752869413841375692963412758435297186187536249296148537,
....8..4.....26......71...2..2.7...68...........5..71.7.684.2...15...6....9...4..,627385149341926857598714362152478936873169524964532718736841295415297683289653471,
......92.......4.6.......75..624...79.41.53..3..7..51..2..6....4....9.5...9...6.3,541637928297518436638924175156243897974185362382796514825361749463879251719452683,
.4..6319.1.....6....319..5..6.7.8..5.5.6....8..8.....7..5...4..93........1.3..8..,547863192129574683683192754362748915751639248498215367875921436936487521214356879,
....61.7.86..43..1..4.....9198.5.....4....9....6.............1.43.5...8.78...63.4,952861473867943521314725869198654237243187956576392148629438715431579682785216394,
76....1....1...5....8.364...........54.6....2.16.8.....2.4.8..3...36.2....7..5..6,762854139431729568958136427873942651549671382216583974625498713184367295397215846,
3.....8.2...8...5...94...6........9...5.68...93...41.....6...4.5....16.342....5..,341596872762813459859472361684137295215968734937254186173625948598741623426389517,
.....64.3.72..4......9.......6.2....43......8....3..792.3....5..84..53.....8.....,859176423672384195341952786916728534437569218528431679293647851184295367765813942,
6..9....3.....89....1....6..35....1.2........16....852.....31..........88..65.249,624971583357468921981325764735892416248516397169734852496283175572149638813657249,
..1.6....74.3...128..7.1...4..6..7...3.....8..........1..8......7..4..26..8.5.3..,351462978749385612862791453415628739236974185987513264124836597573149826698257341,
...3.496...8........3.8.1.2812...6.......9....37..8....89....7.67..1......1....9.,125374968468291735793586142812743659546129387937658214389462571674915823251837496,
4.2.......1.3.......5.....91.4...5.62...........8..9.45...963......8....6.82.5.1.,472958163916374258835612749184729536269543871753861924547196382321487695698235417,
7..69...2...........1..79..2.4....39.6.......3.5..4..7..3...2.667...1495....6..1.,748693152926158374531427968214576839867932541395814627153749286672381495489265713,
....5...3..9....2.41.2.67.9.64.9..3....4...52...1...6..9..17............5..6..1..,782954613639871524415236789264795831371468952958123467896317245147582396523649178,
8............71...76..29......5....9...1.72.54...96..7.95.......1....4..6.....8.1,831654972529871364764329518172583649986147235453296187395418726218765493647932851,
.........12.........7..38..53..91..8..9.6..2...23.5.9....8...36.91..6.7....5..9..,368127459125984367947653812536291748419768523782345691254879136891436275673512984,
2.....38...6...2.7.5.......6.5.8..7.....5.4.6.4..7...3......7..73.6..148.14......,291467385486513297357829614625384971873951426149276853568142739732695148914738562,
...6...87...2...13....3.94.9.6......8..........3.4...8269.......1879..36....2....,392614587584279613671538942946857321827361459153942768269483175418795236735126894,
...6......6...47.9...8.3....2....8..3.4....7..8...2.....35.9.....23...547..4.8.6.,439671528168254739275893416927136845314985672586742391643519287892367154751428963,
93...6...4.........2..8..1....6.524..512..6.....1...8..9.5.1.36.............3....,935416872418752369627389415389675241751248693246193587894521736573964128162837954,
....8.3.7.21....8.7..5.621...79.......2....9...5..1..3.....3.....9..8.51568......,956182347421397586783546219847935162312764895695821473174653928239478651568219734,
3.......1...9257.8.....7......6.......9..3.....38.26..7...615.9..2..9.....6.5..12,327486951614925738895137426581694273269573184473812695738261549152349867946758312,
.......5...9.12.7.72.....49..1.....545.....1..87..........9.2.824.3.8........7.3.,814973652569412873723685149631729485452836917987541326375194268246358791198267534,
7.........5.2.1..3..3.967..6.54.9.2.92......4..4.....5...56..........6..3...1...7,719345286856271493243896751675439128928157364134682975497563812581724639362918547,
.19....73.........23......53.5..8.9.....6........9..5.6..71..8..913.....5..92..36,819652473754831269236479815365148792982567341147293658623715984491386527578924136,
...........83.46......9.4157.4........91.8.4..8........46..358......7...3.59.....,452761839198354672637892415714639258569128743283475961946213587821547396375986124,
...17...2.2...8.74.8.....1.6........3916.......8....4..7...4.83...792...9........,469175832123968574587423619642851397391647258758239146276514983835792461914386725,
..2..8..1...6..3..54.....8......6..492...1....1.54.82..9....1.31.5.3............2,632498571871652349549173286758326914924781635316549827297864153165237498483915762,
..15..7.2...1......8....3..1.3.9...5.26.7.....98.3..1...2.1.873......256.........,341568792769123584285749361173896425526471938498235617652914873914387256837652149,
2....541....41........89.....4.3.....52...6...6.1.8....359.6..2....4...9......53.,279365418583417296641289753814632975352794681967158324135976842728543169496821537,
6.1..49.7.7..1..3493...6..1..38.27...9.6.3.....817...6...2..8..4.................,651324987872915634934786251163842795297653418548179326315267849426598173789431562,
..8..9..33...251.9..1.4.......1.7.5..4......18.7......5......78..2......4...9...5,728619543364725189951348627239167854645982731817453962596231478182574396473896215,
.512.....3.....5.72.6..9.......9....81.5.76..5..6...........13...3..8...6281.....,751243986394816527286759314467391852819527643532684791975462138143978265628135479,
3..2.4.71...3...8.7948...3..5....812............4....5..1.....7..37.....57..92...,385264971162379584794815236459637812217958463638421795941583627823746159576192348,
9......7..627..81...3.....2.8.3..2...2..9......1.......9.83...1.47.6.......21.9.7,918423675462759813573186492689371254724598136351642789296837541147965328835214967,
.57..3...3.1.2.......79.8..5....7.4....4..7.9.7.....3..4....2.....5.9.81......457,957183624381624975624795813596237148213458769478916532845371296762549381139862457,
..........3.9.5...1....26.897....8...58....292........5...379....7..4...3.158....,769841235832965174145372698976253841458716329213498756584637912697124583321589467,
.27...6...34................6.2.3.973..6....8..598.......7..2.64.9..27......5..43,827519634934826175651437829168243597392675418745981362513794286489362751276158943,
......81.7........32..6.9...13.......5.9....69...7..53.....87..2.5....6....1.....,546397812791285634328461975813526497457913286962874153134658729285749361679132548,
.92....7.1...7.8....3......7.....3...3.5.1.4.......2.542.3.....9..71..2.....58..1,592683174146975832873142569754829316238561947619437285421396758985714623367258491,
.6....2.351.7.....2.3....8.9.....1.........37.35.1.89632.5...7.........1.7.3.6...,467985213518723964293164785946837152182659437735412896324591678659278341871346529,
.5246..7..4...5..11..7.9....2....6....6.3..47...5................3......6.9...1.3,352461978947385261168729354521847639896132547734596812485913726213678495679254183,
7.31.5..4..........2...615.1....73.....482......6....8.1......2..4.53.8.........3,793125864651849237428376159182597346936482715547631928315768492274953681869214573,
.3.2..49.....3..58...4..2...4....56..8.9.2..4.62...3....3.47...9....5.........63.,531278496294136758678459213149783562385962174762514389853647921916325847427891635,
........6..14....2......3.........7...38.5..1.7.1..2.3..43..1..2..7..8...6.542..7,342987516951436782687251349519623478423875691876194253794368125235719864168542937,
.6..........28.9....96...7....5..1.871.....6..83.96.5.3..7..........3..21..85...7,861379245437285916529641873946537128715428369283196754358762491674913582192854637,
..7..5.9.8..27..5.....9.18.4.9.1.7..2.1...56...........2......6.......7296.8.....,617485293893271654542396187459612738281743569376958421725139846138564972964827315,
.....5..8.......6.8..3....9.8..1...5.....2...91...8....62..3.57..1.2...33..7.961.,179265438523894761846371529284617395637952184915438276462183957791526843358749612,
......798398...51...........2.83..7.6.7.2...58...........5..13....3.6...5..1..6.7,164253798398647512752918463425831976617429385839765241976582134241376859583194627,
..2..45..73.58...2..8......6......3.......2.7..76...95..6....5....3..42.4.9...7..,962134578734589612518726349685972134193458267247613895326847951871395426459261783,
3....7.85.....89...5..1974.1.........9....5.28....5..19.....41.43......9....2..3.,349267185716458923258319746175632894693841572824795361962573418437186259581924637,
.....5.........7....946...11..7....3..4....9.....8....6...47..93....1..847.3.8.16,261875934843912765759463281126759843584236197937184652618547329395621478472398516,
...84....26.3....98..1.2.7...3....48..7....31..42...964..6.........1.....3.49....,375849162261375489849162375913756248627984531584231796458627913796513824132498657,
.3.....19...2...7..5....3.8.7.91.........8..3....5...7.1.8.2......4...8.2...934..,432687519891235674756149328378914256645728193129356847914862735563471982287593461,
.7.2.9.....3..4..9.2..837........3..98........6...745...5....74.9.......6.....52.,476219835813754269529683741751468392984532617362197458135826974297345186648971523,
......2...3.....7...6...5..7....6..5..87..4..5...4378.65.87...4..71....342.......,149567238235498176876321549714286395398715462562943781653872914987154623421639857,
68.4...7.........1......5.....5..3.99.1.7..4...59.37..5....4....69.3......7....6.,683451972754329681192687534276548319931276845845913726518764293469832157327195468,
..7....58..5.97342.....4....7..35.....2..1..7.18....2.8....3.7........1.9.3......,497312658185697342236584791679235184542861937318749526861453279754926813923178465,
.4............6..15.7.19.4..9..27....128...974....15....8.62475.......6......5.8.,143278956289546731567319842895627314312854697476931528938162475751483269624795183,
9.....84..6...2.3.2..............4.889.....6.3..8.4..9...57...3...36..2.67..2....,957136842461982537238745196725693418894217365316854279142579683589361724673428951,
7...4.1....157...9.....34....5..1.7......4...9..8........7....2.8.....5.14..3...8,768942135431576289259183467625391874873254916914867523596718342387429651142635798,
......6452.4........6...39..3..8..79...3..4....85.9......8.3....72...5...9.....6.,319728645254936781786145392635482179927361458148579236461853927872694513593217864,
7.2.4..............69....2......6.9..85..97....71.8.52..1..2....789....195.....7.,712645839843291567569387124124576398385429716697138452431762985278953641956814273,
...7..3.....3.9..2...52.498.91.....5374...8........2..9.....7...52..1...783......,529748361648319572137526498291487635374265819865193247916832754452671983783954126,
9.3.5.12...5...4..7.......5.8.54..73..7.28.4..51..79......9.......3......3..7....,943756128615283497728419365289541673367928541451637982574192836892365714136874259,
..7..6....4.7.9.25.....46...........18....2465..2...7186...7..2.9....7.....1...8.,927356814648719325315824697472691538189573246536248971864937152291485763753162489,
4..........8..62.32.3.4...1..6........56.2.78.2.4...5...1.....5...53.4..3......8.,419325867578196243263847591836759124945612378127483659681274935792538416354961782,
23....4...14....368.....7..34....2....2.6....7..2.1.......9.81........7..8..4...9,237516498914827536856439721341978265592364187768251943475693812629185374183742659,
7.46.....6.3...2.....1...9...2....5....9.......73..6.22...465........8...4..9...3,794625138613489275825137496362874951451962387987351642238746519579213864146598723,
........5....8..4..29........354....2....3.9.9.5.....389..1..5..6..92.81..1..6..2,784931625356287149129465837673549218218673594945128763892714356567392481431856972,
7...3....13...5.....8.2.....4......8.8....2.3....13...47..5..3......4.6.6.3..147.,754638129132495687968127354341562798586749213297813546479256831815374962623981475,
.2....78.3.....14...4.........97......3..5.7..7.38...22...5.8...37....59.49..8...,125496783398527146764813925452971368983265471671384592216759834837142659549638217,
....5.3..6.9....7...38.........4...742..7853..........9....4..28....5.....7.23.64,174256398689431275253897641368549127421678539795312486936184752842765913517923864,
1..2.....6......9..57.4.........14.6...4..2..98........28...71..7..8...44..7....5,193276548642358197857149632235891476716435289984627351528964713371582964469713825,
.5...21.....4..56...2..9.4.......4.5..175.93..65.3..........3.491....27......7.9.,354672189197483562682519743739268415821754936465931827278196354916345278543827691,
......3.....25619.........4......941...9..6..2...1....1.259..3.8.5..4...4.31..8.6,516489372734256198928731564657823941381947625249615783162598437875364219493172856,
..81..3.7.5...8.2.6.27........891......6...5.179.5....2.............9...3..2...98,948125367753968421612743985536891274824637159179452836291586743485379612367214598,
276.....1.4...7...3..6..............514......62.731.......5..79..1.49..2.....3.64,276384591148597623395612748837425916514968237629731485483256179761849352952173864,
.........23815....51.2..9..19..8.6...45.9.2...8...2...9....4..3......8.....5...4.,479638152238159467516247938192385674345796281687412395961874523754923816823561749,
.562..39.8.......2..79.51...1....9......8.65.6.5...2.3...5.......96.....2.....7..,156278394893461572427935186712356948934182657685749213368517429579624831241893765,
...2...93....73..8.....1.7.2.8......1...9.4......8..27.4.5..8..5.1..7.3.8.34.....,617248593925673148384951276258764319176392485439185627742539861561827934893416752,
4.....7.87..5...91....94.3.1.......9.3....2.7....8....2......5.81.23......7.5....,459123768723568491681794532162475389538619247974382615296847153815236974347951826,
........1618....2.7..2.....5..4..6....96..2...4...1..5.8...4..61.45.6..9...7.....,452368791618947523793215468531492687879653214246871935987124356124536879365789142,
4.3...69............7..9..37.2318..9.6...4..19.4..7......96..38......1.......1.4.,483152697195736824627489513752318469368594271914627385241965738879243156536871942,
....7.6..5.39....44....35....94....6..1......74.8.9.13.76........4.1...98........,198574632523986174467123598239451786681732945745869213976248351354617829812395467,
...8.9.....6.4.1..3...1...4.7................1.4..7..6...58.7...89.61.35..5....8.,417829563926345178358716924573698412862154397194237856631582749789461235245973681,
.....4..7....72831........98...3..425...2.3....4.1..8......1..491.......3...57...,123894657496572831785163429861735942579428316234619785657381294918246573342957168,
....2...1..9...2.7..6..3.4.4.7.......3...6..9.9.....321.56.....9..53...........7.,758924361349861257216753948487392615532176489691485732125647893974538126863219574,
...9..8.....4.8972....3..56.....3.....95....8..5.8..3.......4...8.2.6...2.7.5...9,762915843351468972948732156876123594139547268425689731693871425584296317217354689,
5.2.648.9..7.....6...5.....2.9..8.........3.....6....889.73.5.4....46...7.4..26..,532164879487293156961587432249318765678425391153679248896731524325846917714952683,
.1...8.3........5973..41..8..3..4.7...98.6.......5.6.....1.....8....3.....7.6...1,916528437248637159735941268683214975459876312172359684564182793821793546397465821,
.....6...1.....854...57...3...7.1.9.....9...85.........5.6.814.8.74...6.........9,435186972176932854298574613382741596761295438549863721953628147827419365614357289,
.3...8..41...7....24....9.3.8.9.5...3...87.4....4...............9312.5..71..5....,537298614169374258248561973684915732325687149971432865856749321493126587712853496,
.4.....5..12..8..96952.4..1.....5....8...29.4...9.....9.1.....2..4.1...6.....6..3,348691257712538469695274831179345628583162974426987315961853742234719586857426193,
123.8..5....7..9......5......2.9...8...21...............9..87.135.9....2..4.3.8..,123489657586723914947156283672395148895214376431867529269548731358971462714632895,
82.7..........31...3.9.827.....7.3.22.1......3...496.17...3...6...4..........18..,826714539974523168135968274468175392291386745357249681719832456682457913543691827,
..4.183...9...2...7...4...9.....42.8.1.8...3.98.3.1..5.........5......4.3.1..7...,254918376196732584738645129673594218415826937982371465849263751527189643361457892,
..........6.4.31.9.1..2...6.3.64..9...9....832.....4..1.........4..8....52..3..1.,974561238862473159315829746731648592459712683286395471198254367643187925527936814,
.....1...5...671...6.2..........842.42..1..877.....61.....832....56.2.....854..6.,832951746594867132167234958651798423429316587783425619946183275315672894278549361,
4..5..9.....9.28...8....2.7.37.45........9.....1...7.3.....4.8....2...4.8..3.....,472568931315972864689413257937145628268739415541826793793654182156287349824391576,
..6..........5..8...53............4.79..8.52....5.489.2.347..68.6..2.7..5..86.2..,486912375132756489975348612358297146794681523621534897213475968869123754547869231,
......65.8....69..7..2....8.26.5........89......4.15....819......28.7........4.6.,234918657815376924769245318426753189571689243983421576648192735352867491197534862,
829.16......3.....6...82....16......94...3.17......4.....691...7...4.9....2.....8,829716345174359826653482791316974582945823617287165439538691274761248953492537168,
......2....4.2.869.38......3.69....2.4....5.....5.4.....9..14.5...2...81..3.9....,967148253514723869238659714356987142741362598892514376629871435475236981183495627,
5...2.1.31......4..83.........8....1.241...6....6...72..1......237.5....4.5.....6,546729183172583649983461257659872431724135968318694572861247395237956814495318726,
.7..4.2.5...2.9..1.......4.1976...82.46....7..52.1.......9........4.86.......69..,978143265465289731213765849197634582846592173352817496624971358539428617781356924,
.4...3.5....2.9.......5.1.9....15.86..9.8..41....9....3.1......46......8.....84.5,942163857158279364673854129724315986539786241816492573381547692465921738297638415,
2...6.1...5...2.....9.8...2....13.....8.7.51.69.82......7..8..68.......3..6.5....,283764195154392687769581432475913268328476519691825374547138926812649753936257841,
.6..5..8.7....8.4..8....3.7...9.1........45..3.1...86.6.........7.4...5.4....617.,164357982739128645582649317856931724297864531341275869615782493978413256423596178,
.27.8...69......8..68...7...75.......8....64..3..29......6...945.......3....42.67,327481956951736482468295731175864329289317645634529178712653894546978213893142567,
9.8....4..3.....9227.48...31.9..8....8...3..1.....5.2....3.2175..7....34.........,958231746431567892276489513129648357785923461643175928864392175597816234312754689,
1....4.36......4....2........4..86.7..91.....6.79..3...9..8.14..7..13......6...2.,158274936763591482942836571514328697839167254627945318396782145275413869481659723,
.348.52.......6..996.3....7.9.....8.2..9...3..435.8.2......4.....8.........6.....,734895261852716349961342857697423185285961734143578926376184592418259673529637418,
.............14..6....68173..8.....4.1327.56..6.....2........8......34.7...4..6.5,156327849387914256942568173528136794413279568769845321634751982295683417871492635,
.7......3.....1...31.4.795....1..5..4..3....9..3.867.1759.....6164...............,276598413945231687318467952697142538481375269523986741759814326164723895832659174,
93.52.....673.8.....2.........9.........7..1.653......3..7.28.9...89.1.7..9..63..,931527486567348291842169735174935628298674513653281974316752849425893167789416352,
......3...7..162.8...8...7....2...5..15.9.....8..6...3759....21..8...9........73.,862475319573916248941823576396248157415397682287561493759634821138752964624189735,
..1684...2465...........1...75.1.8.6......2....98......12......95...6.....8....9.,391684572246571983587329164475912836863457219129863457612798345954136728738245691,
6....8..5.....7.149...6.7........9......4......537.8..843.5......9.....651.93....,674218395382597614951463782438621957197845263265379841843756129729184536516932478,
.....153..8.2.9.....1.6..827.3....18...7.....9...16..........9........56..2.7.1..,267481539384259761591367482743592618816734925925816374138645297479123856652978143,
....34.6.3....8.5..8.5...7.....6....63...54....8........3.465..4....2...2.9.7....,925734168347618952186529374794263815632185497518497236873946521461352789259871643,
...83.6..1....4378..7.5.4......7....4........6....1....5.....6.8.....24...6.42.3.,942837651165294378387156492531478926428569713679321584254783169893615247716942835,
.6.4.81..8.43.7.9..7.9.5.....5..17...917...53........6...5.....3.....6.1.........,569428137814367592273915864425631789691784253738259416146573928357892641982146375,
.85.31.......8...........93.7.3.............68.2769....591263............36.5...1,985631472347982165261574893674315289593248716812769534759126348128493657436857921,
41..9.6.273..........5..9..9...3..463.2..5....4...15.....2...9.......4....6.1....,415398672739162854628574913951837246362945187847621539174286395283759461596413728,
74.826.......7.4...95..........9.....1..8.6.....6.47.5...7...........2.1....1..84,743826159168975423295341867576192348314587692982634715421758936859463271637219584,
8.....4...24...1.5.....2.8...52..9...9.81..6........7.2..19.8.664.....5.......21.,876951423324786195519432687785263941493817562162549378257194836641328759938675214,
..9......5.18..27427...1...762...1...........8......5......2.46..4..57..1....85.2,489527361531869274276431895762954183945183627813276459358712946624395718197648532,
.5.......7...325...1.7..62......39.1.7...8.32.2.9.6...8....5...........3..9....7.,652189347794632518318754629485273961976518432123946785847325196261497853539861274,
9..8..6....4..1.28....5....4.8.....9...1.....2...465.......49.....789.4........67,912837654754691328836452791468375219395128476271946583187564932623789145549213867,
8....1.2.....8.61....6....441...2...7.289..3....4...7..417....2...3............49,867941523394285617125637894413572968752896431689413275541769382978324156236158749,
...1.....8.....614.2....9...7......2598............578.1..95.8.2..71.....452.8...,369154827857923614421867935674581392598372146132649578716495283283716459945238761,
8..9.6..5..5..43.6.19...4...7........5.3.9.1..9.1785.....49...............36..8..,834926175725814396619735482176542938458369217392178564287491653561283749943657821,
..5.6....8.6.23............37.8..5..4.16.7.2.....3.1...43.............47.5..8.6..,935164782816723495724598316372841569491657823568932174143276958689315247257489631,
6..82.3...7...1.......6.2.4...1...5......4.......874........73..24...56...5..3..2,641825379279341685538769214492136857867594123153287496916452738324978561785613942,
...6.32.5....2...4.1.....8...2..4..7..817.........6.3...783..6...15.........623..,874613295593728614216945783162384957358179426749256138427831569631597842985462371,
34.....2..184..7.....68......2..........9..41......6.7.9....8.6.3.86...4....3917.,346917528518423769729685413972146385653798241481352697195274836237861954864539172,
...95..24.....4..6.6.2.35...........29....7.....4.5....7..9.4..34.6...89..9...3..,837956124952174836461283597513729648294861753786435912178392465345617289629548371,
..51........2..5.6.....7..8.9...1.....4...82..5.4..6.7....469...2.9..4.5.....2.1.,385164279417289536269537148892671354674395821153428697531746982728913465946852713,
..46.7..1....1......69...58.4....3.6.......4....3.8..5.59.8..3....7..5.961..3....,384657921925814763176923458841295376593176842762348195259481637438762519617539284,
..37.1.9..21.3........5..2.5...7.4..3.9.1..........67....9.....1..5.....642......,453721896921836745768459123516278439379614582284395671835967214197542368642183957,
6.7.9..2....6.....5..13..8...57...1..2...3.78.9...............6...3.25.......1.3.,687495123913628754542137689435786912126953478798214365351879246874362591269541837,
........9......35....1...4.......19..3.71.8.2.1..28..7..895...4.5.8...7.9.137..8.,163485729894267351527193648782634195435719862619528437378956214256841973941372586,
.624......7..63........7.....9.3.7.82..5..93...82....4.9....5..5..8..2.......9.4.,962485317475163892381927465159634728246578931738291654694712583513846279827359146,
3....25....591.....78..49..9....81....4..3....8.47....1.32......4.....1....35....,319782546425916738678534921937628154564193287281475693153247869742869315896351472,
..8.6....9.2..43...3.2..58....7...3.4...........6...92..9....7....9....66..3.52..,548163927972854361136279584291748635463592718785631492859426173324917856617385249,
..7.6..1...4.7195..1.54......6...8........2.998...2.....5............4..8..4..76.,597268314264371958318549627726954831453186279981732546645827193172693485839415762,
..52....3..7.3..1...1...28.7.3.68....18.5..2......1..........746.............715.,985214763267839415341576289723968541418753926596421837159382674672145398834697152,
..12.4..67...3.....94....5........2561......4..5...7..5..7......4.9.....329..64..,831254976756839142294167358973481625612375894485692731568743219147928563329516487,
...7.....8......14..4..167.....24.....3.....5..13..86.3....6....2..5......5813...,162749358857632914934581672586924731793168425241375869318296547629457183475813296,
.6.48.92..17..................8..69....9364......4.....3.218.7.8...7.36.9........,563481927217693845489725136142857693758936412396142758634218579821579364975364281,
......3..9...7..25..3....9...2....4......7..9894.2...74.9....3.3...46...2.5..897.,147295386986371425523864791752619843631487259894523167419752638378946512265138974,
..41.32.7................4863..2......16.487.5...38.........485.....76.1.1...6.32,954183267826475319173269548638721954291654873547938126769312485382547691415896732,
5.6.....31......2..7.89.51.....8...661.....3..5...7.....92...753..7...8.......2..,586421793194573628273896514437182956612945837958637142869214375325769481741358269,
...6..9.154....7...9.7...45.5..7...416..........9.1.3...6...3...1..9......83.....,837654921542189763691732845253876194169543278784921536476218359315497682928365417,
....4...2..1.....7.6.....51986...........47......2.1....795.8...5........4.16..29,798541632531296487462378951986715243215634798374829165627953814159482376843167529,
.27....8.6..7...12...83..7...3.2....852..6...16............57..3...6.85...4.7....,927651483638794512415832679743928165852316947169547328296485731371269854584173296,
....1....14.8..2....3...4.59.6......4..2.8.....5...8.......6..9.1.9.5..45....4.38,652413987147859263893762415986541372471238596235697841724386159318975624569124738,
.6.8..9...1.43........1...4..85.7.....7.81.3.1....36......5..6.....9...88...7..1.,463825971715439826289716354348567192697281435152943687974158263531692748826374519,
......4.7..6......7..8...138.........954.......1..79...7.....866.853...14......5.,182653497936174528754892613867925134395416872241387965579241386628539741413768259,
5.17..9.4.3...5.1.....6........9..7....5....3.....18.....6..4..6.43....7.8..7..39,521783964836945712749162358413896275968527143257431896372659481694318527185274639,
..327......58...2..17.5.6.3....3.9..6...9.3.5..8..........8..3....9.6.....6...8.2,863271459495863721217459683154732968672198345938645217729584136381926574546317892,
...4......92.7.......352...7.....13.9.........3.591.......4.9...5..8.7.142...5..8,583469217692178453174352896765824139941637582238591674816743925359286741427915368,
.63...8..9...8.3..7.4..26...7..59..8.2......3..942..5.........2....375.......8...,163745829952681374784392615376159248425876193819423756637514982248937561591268437,
.....7....95.......8....6497....935.54.....1..........1..8.37..6...9..31..4.5..6.,461937285295486173387512649726149358543628917819375426152863794678294531934751862,
.....7..5..46.8....8.....9.26..4......5....1.7........1.75.............1..247.6.8,629317485574698123381254796268149357495763812713825964137586249846932571952471638,
.21.4....4.82.7..6..71....3..3...2.7......64...5.......7....8.4.....835...2..5...,321546978498237516657189423163954287289713645745862139576321894914678352832495761,
.6.....7.23....9......31.4.7....98...2..4..9....2..3.7........84.89...363.....41.,564892173231476985987531642753169824826743591149285367692314758418957236375628419,
3.6.7.4...17..8.6.82...4.....4..2.8....361.........6..7......16.4....2..6.9....4.,396175428417928563825634179964752381258361794173489652782543916541896237639217845,
...37....7...........8.6.9.3.9.4.17...8....6...471..3....48.9.......7....6..5...3,295371684786594312431826597329645178178932465654718239517483926943267851862159743,
6..5.9.2.......1..72...3..9..6....4.5....7.3..79...5...35.........1........2.4..7,681579423953482176724613859316925748542867931879341562235798614497136285168254397,
..1.8....24.....7.........69......8..7.1.5...1.6...9......7..4.72.....6..6..4..95,691782534245613879387954216952367481478195623136428957519876342724539168863241795,
..5..62..2..47.9.3.36....4....24..9.1.73.....52.1.....9.......236.7.......1......,495836217218475963736921845683247591147359628529168374954613782362784159871592436,
3....15......6..12...74..6....63.4.....9.4.......75.2.71....93.43.....565.2......,367281594894563712251749863925638471173924685648175329716452938439817256582396147,
9.7....14.8.1.52...23.7.8......18....9..3.54...2.............5..3.........5.423.7,957823614486195273123674895564218739891736542372459168248367951739581426615942387,
4..39......8........9..7.5...6.54..3..5..9....8..7...............46.2.7.62..3.8.4,451396728768521439239487651176854293345269187982173546513748962894612375627935814,
......9..78...3........2....5.7..3..6.....19......98.252.1...391.36..2......2.61.,435816927782953461961472583259781346678234195314569872526148739143697258897325614,
8.3..21..24..........9...5.1....842..6.....9..3......8..61.39.......621..2....5..,893752146245681739617934852179368425468275391532419678756123984384596217921847563,
....59.....6....2.9....2.3...91..6...31.7...94.........1..4.7.5...9.....7..3..2.4,123759846586431927974862531259184673831276459467593182312648795645927318798315264,
